,title,year,category,result
831,"suddenly, last summer",1959,actor,O
832,the young philadelphians,1959,actor,O
833,imitation of life,1959,actor,O
834,on the beach,1959,actor,O
835,porgy and bess,1959,actor,O
836,the five pennies,1959,actor,O
837,li'l abner,1959,actor,O
838,say one for me,1959,actor,O
839,sleeping beauty,1959,actor,O
840,a hole in the head,1959,actor,O
841,the best of everything,1959,actor,O
842,the hanging tree,1959,actor,O
843,the young land,1959,actor,O
844,journey to the center of the earth,1959,actor,O
845,libel,1959,actor,O
846,career,1959,actor,O
847,the big fisherman,1959,actor,O
848,north by northwest,1959,actor,O
849,the gazebo,1959,actor,O
850,the apartment,1960,actor,N
851,the alamo,1960,actor,O
852,elmer gantry,1960,actor,W
853,sons and lovers,1960,actor,N
854,the sundowners,1960,actor,O
855,never on sunday,1960,actor,O
856,psycho,1960,actor,O
857,the entertainer,1960,actor,N
858,inherit the wind,1960,actor,N
859,butterfield 8,1960,actor,O
860,sunrise at campobello,1960,actor,O
861,spartacus,1960,actor,O
862,"murder, inc.",1960,actor,O
863,exodus,1960,actor,O
864,the dark at the top of the stairs,1960,actor,O
865,tunes of glory,1960,actor,O
866,the magnificent seven,1960,actor,O
867,song without end,1960,actor,O
868,bells are ringing,1960,actor,O
869,can-can,1960,actor,O
870,let's make love,1960,actor,O
871,pepe,1960,actor,O
872,high time,1960,actor,O
873,the facts of life,1960,actor,O
874,cimarron,1960,actor,O
875,visit to a small planet,1960,actor,O
876,it started in naples,1960,actor,O
877,the rise and fall of legs diamond,1960,actor,O
878,seven thieves,1960,actor,O
879,the virgin spring,1960,actor,O
880,midnight lace,1960,actor,O
881,the time machine,1960,actor,O
882,the last voyage,1960,actor,O
883,west side story,1961,actor,O
884,fanny,1961,actor,N
885,the guns of navarone,1961,actor,O
886,the hustler,1961,actor,N
887,judgment at nuremberg,1961,actor,WN
888,la dolce vita,1961,actor,O
889,the mark,1961,actor,N
890,two women,1961,actor,O
891,breakfast at tiffany's,1961,actor,O
892,summer and smoke,1961,actor,O
893,splendor in the grass,1961,actor,O
894,pocketful of miracles,1961,actor,O
895,the children's hour,1961,actor,O
896,the roman spring of mrs. stone,1961,actor,O
897,el cid,1961,actor,O
898,babes in toyland,1961,actor,O
899,flower drum song,1961,actor,O
900,khovanshchina,1961,actor,O
901,paris blues,1961,actor,O
902,bachelor in paradise,1961,actor,O
903,town without pity,1961,actor,O
904,the parent trap,1961,actor,O
905,the absent-minded professor,1961,actor,O
906,"one, two, three",1961,actor,O
907,a majority of one,1961,actor,O
908,one-eyed jacks,1961,actor,O
909,claudelle inglish,1961,actor,O
910,yojimbo,1961,actor,O
911,back street,1961,actor,O
912,lawrence of arabia,1962,actor,N
913,the longest day,1962,actor,O
914,the music man[3],1962,actor,O
915,mutiny on the bounty,1962,actor,O
916,to kill a mockingbird,1962,actor,W
917,david and lisa,1962,actor,O
918,divorce italian style,1962,actor,N
919,the miracle worker,1962,actor,O
920,birdman of alcatraz,1962,actor,N
921,days of wine and roses,1962,actor,N
922,what ever happened to baby jane?,1962,actor,O
923,long day's journey into night,1962,actor,O
924,sweet bird of youth,1962,actor,O
925,billy budd,1962,actor,O
926,the manchurian candidate,1962,actor,O
927,lolita,1962,actor,O
928,freud,1962,actor,O
929,taras bulba,1962,actor,O
930,meredith willson's the music man,1962,actor,O
931,billy rose's jumbo,1962,actor,O
932,gigot,1962,actor,O
933,gypsy,1962,actor,O
934,the wonderful world of the brothers grimm,1962,actor,O
935,two for the seesaw,1962,actor,O
936,tender is the night,1962,actor,O
937,walk on the wild side,1962,actor,O
938,bon voyage!,1962,actor,O
939,that touch of mink,1962,actor,O
940,period of adjustment,1962,actor,O
941,the pigeon that took rome,1962,actor,O
942,hatari!,1962,actor,O
943,the man who shot liberty valance,1962,actor,O
944,phaedra,1962,actor,O
945,my geisha,1962,actor,O
946,tom jones,1963,actor,N
947,america america,1963,actor,O
948,cleopatra,1963,actor,N
949,how the west was won,1963,actor,O
950,lilies of the field,1963,actor,W
951,8½,1963,actor,O
952,the cardinal,1963,actor,O
953,hud,1963,actor,N
954,this sporting life,1963,actor,N
955,the l-shaped room,1963,actor,O
956,irma la douce,1963,actor,O
957,love with the proper stranger,1963,actor,O
958,twilight of honor,1963,actor,O
959,"captain newman, m.d.",1963,actor,O
960,the v.i.p.s,1963,actor,O
961,sundays and cybele,1963,actor,O
962,papa's delicate condition,1963,actor,O
963,charade,1963,actor,O
964,"it's a mad, mad, mad, mad world",1963,actor,O
965,mondo cane,1963,actor,O
966,55 days at peking,1963,actor,O
967,bye bye birdie,1963,actor,O
968,a new kind of love,1963,actor,O
969,the sword in the stone,1963,actor,O
970,a gathering of eagles,1963,actor,O
971,come blow your horn,1963,actor,O
972,the balcony,1963,actor,O
973,the caretakers,1963,actor,O
974,the stripper,1963,actor,O
975,toys in the attic,1963,actor,O
976,wives and lovers,1963,actor,O
977,the leopard,1963,actor,O
978,the great escape,1963,actor,O
979,the birds,1963,actor,O
980,my fair lady,1964,actor,W
981,becket,1964,actor,N
982,dr. strangelove,1964,actor,N
983,mary poppins,1964,actor,O
984,zorba the greek,1964,actor,N
985,the pumpkin eater,1964,actor,O
986,marriage italian style,1964,actor,O
987,the unsinkable molly brown,1964,actor,O
988,séance on a wet afternoon,1964,actor,O
989,topkapi,1964,actor,O
990,seven days in may,1964,actor,O
991,the best man,1964,actor,O
992,the chalk garden,1964,actor,O
993,the night of the iguana,1964,actor,O
994,"hush...hush, sweet charlotte",1964,actor,O
995,dear heart,1964,actor,O
996,robin and the 7 hoods,1964,actor,O
997,where love has gone,1964,actor,O
998,the fall of the roman empire,1964,actor,O
999,the pink panther,1964,actor,O
1000,a hard day's night,1964,actor,O
1001,goldfinger,1964,actor,O
1002,the lively set,1964,actor,O
1003,father goose,1964,actor,O
1004,the americanization of emily,1964,actor,O
1005,what a way to go!,1964,actor,O
1006,fate is the hunter,1964,actor,O
1007,cheyenne autumn,1964,actor,O
1008,a house is not a home,1964,actor,O
1009,kisses for my president,1964,actor,O
1010,the visit,1964,actor,O
1011,7 faces of dr. lao,1964,actor,O
1012,the sound of music,1965,actor,O
1013,darling,1965,actor,O
1014,doctor zhivago,1965,actor,O
1015,ship of fools,1965,actor,N
1016,a thousand clowns,1965,actor,O
1017,the collector,1965,actor,O
1018,woman in the dunes,1965,actor,O
1019,cat ballou,1965,actor,W
1020,the spy who came in from the cold,1965,actor,N
1021,othello,1965,actor,N
1022,the pawnbroker,1965,actor,N
1023,a patch of blue,1965,actor,O
1024,the flight of the phoenix,1965,actor,O
1025,inside daisy clover,1965,actor,O
1026,the sandpiper,1965,actor,O
1027,the umbrellas of cherbourg,1965,actor,O
1028,the great race,1965,actor,O
1029,what's new pussycat?,1965,actor,O
1030,the agony and the ecstasy,1965,actor,O
1031,the greatest story ever told,1965,actor,O
1032,the pleasure seekers,1965,actor,O
1033,von ryan's express,1965,actor,O
1034,shenandoah,1965,actor,O
1035,king rat,1965,actor,O
1036,the slender thread,1965,actor,O
1037,in harm's way,1965,actor,O
1038,morituri,1965,actor,O
1039,a rage to live,1965,actor,O
1040,thunderball,1965,actor,O
1041,a man for all seasons,1966,actor,W
1042,alfie,1966,actor,N
1043,"the russians are coming, the russians are coming",1966,actor,N
1044,the sand pebbles,1966,actor,N
1045,who's afraid of virginia woolf?,1966,actor,N
1046,blowup,1966,actor,O
1047,a man and a woman,1966,actor,O
1048,the professionals,1966,actor,O
1049,the shop on main street,1966,actor,O
1050,georgy girl,1966,actor,O
1051,morgan!,1966,actor,O
1052,the fortune cookie,1966,actor,O
1053,hawaii,1966,actor,O
1054,you're a big boy now,1966,actor,O
1055,born free,1966,actor,O
1056,an american dream,1966,actor,O
1057,the bible: in the beginning...,1966,actor,O
1058,a funny thing happened on the way to the forum,1966,actor,O
1059,the gospel according to st. matthew,1966,actor,O
1060,return of the seven,1966,actor,O
1061,the singing nun,1966,actor,O
1062,stop the world  i want to get off,1966,actor,O
1063,grand prix,1966,actor,O
1064,fantastic voyage,1966,actor,O
1065,gambit,1966,actor,O
1066,is paris burning?,1966,actor,O
1067,mister buddwing,1966,actor,O
1068,juliet of the spirits,1966,actor,O
1069,the oscar,1966,actor,O
1070,seconds,1966,actor,O
1071,mandragola,1966,actor,O
1072,in the heat of the night,1967,actor,W
1073,bonnie and clyde,1967,actor,N
1074,doctor dolittle,1967,actor,O
1075,the graduate,1967,actor,N
1076,guess who's coming to dinner,1967,actor,N
1077,in cold blood,1967,actor,O
1078,cool hand luke,1967,actor,N
1079,the whisperers,1967,actor,O
1080,wait until dark,1967,actor,O
1081,the dirty dozen,1967,actor,O
1082,thoroughly modern millie,1967,actor,O
1083,barefoot in the park,1967,actor,O
1084,ulysses,1967,actor,O
1085,far from the madding crowd,1967,actor,O
1086,camelot,1967,actor,O
1087,valley of the dolls,1967,actor,O
1088,the jungle book,1967,actor,O
1089,banning,1967,actor,O
1090,casino royale,1967,actor,O
1091,the happiest millionaire,1967,actor,O
1092,the taming of the shrew,1967,actor,O
1093,beach red,1967,actor,O
1094,tobruk,1967,actor,O
1095,oliver!,1968,actor,N
1096,funny girl,1968,actor,O
1097,the lion in winter,1968,actor,N
1098,"rachel, rachel",1968,actor,O
1099,romeo and juliet,1968,actor,O
1100,2001: a space odyssey,1968,actor,O
1101,the battle of algiers,1968,actor,O
1102,charly,1968,actor,W
1103,the heart is a lonely hunter,1968,actor,N
1104,the fixer,1968,actor,N
1105,the subject was roses,1968,actor,O
1106,isadora,1968,actor,O
1107,faces,1968,actor,O
1108,star!,1968,actor,O
1109,the producers,1968,actor,O
1110,rosemary's baby,1968,actor,O
1111,the odd couple,1968,actor,O
1112,the fox,1968,actor,O
1113,planet of the apes,1968,actor,O
1114,the shoes of the fisherman,1968,actor,O
1115,the thomas crown affair,1968,actor,O
1116,finian's rainbow,1968,actor,O
1117,the young girls of rochefort,1968,actor,O
1118,chitty chitty bang bang,1968,actor,O
1119,for love of ivy,1968,actor,O
1120,bullitt,1968,actor,O
1121,war and peace,1968,actor,O
1122,ice station zebra,1968,actor,O
1123,wild in the streets,1968,actor,O
1124,midnight cowboy,1969,actor,N
1125,anne of the thousand days,1969,actor,N
1126,butch cassidy and the sundance kid,1969,actor,O
1127,"hello, dolly!",1969,actor,O
1128,z,1969,actor,O
1129,alice's restaurant,1969,actor,O
1130,"they shoot horses, don't they?",1969,actor,O
1131,true grit,1969,actor,W
1132,"goodbye, mr. chips",1969,actor,N
1133,the prime of miss jean brodie,1969,actor,O
1134,the sterile cuckoo,1969,actor,O
1135,the happy ending,1969,actor,O
1136,the reivers,1969,actor,O
1137,bob & carol & ted & alice,1969,actor,O
1138,easy rider,1969,actor,O
1139,cactus flower,1969,actor,O
1140,last summer,1969,actor,O
1141,"goodbye, columbus",1969,actor,O
1142,the secret of santa vittoria,1969,actor,O
1143,the wild bunch,1969,actor,O
1144,paint your wagon,1969,actor,O
1145,sweet charity,1969,actor,O
1146,"gaily, gaily",1969,actor,O
1147,marooned,1969,actor,O
1148,"krakatoa, east of java",1969,actor,O
1149,patton,1970,actor,W
1150,airport,1970,actor,O
1151,five easy pieces,1970,actor,N
1152,love story,1970,actor,N
1153,m*a*s*h,1970,actor,O
1154,fellini satyricon,1970,actor,O
1155,women in love,1970,actor,O
1156,i never sang for my father,1970,actor,N
1157,the great white hope,1970,actor,N
1158,ryan's daughter,1970,actor,O
1159,diary of a mad housewife,1970,actor,O
1160,lovers and other strangers,1970,actor,O
1161,little big man,1970,actor,O
1162,the landlord,1970,actor,O
1163,cromwell,1970,actor,O
1164,i girasoli,1970,actor,O
1165,let it be,1970,actor,O
1166,the baby maker,1970,actor,O
1167,a boy named charlie brown,1970,actor,O
1168,darling lili,1970,actor,O
1169,scrooge,1970,actor,O
1170,madron,1970,actor,O
1171,pieces of dreams,1970,actor,O
1172,tora! tora! tora!,1970,actor,O
1173,woodstock,1970,actor,O
1174,the hawaiians,1970,actor,O
1175,the molly maguires,1970,actor,O
1176,the french connection,1971,actor,W
1177,a clockwork orange,1971,actor,O
1178,fiddler on the roof,1971,actor,N
1179,the last picture show,1971,actor,O
1180,nicholas and alexandra,1971,actor,O
1181,sunday bloody sunday,1971,actor,N
1182,kotch,1971,actor,N
1183,the hospital,1971,actor,N
1184,klute,1971,actor,O
1185,mccabe & mrs. miller,1971,actor,O
1186,"mary, queen of scots",1971,actor,O
1187,sometimes a great notion,1971,actor,O
1188,carnal knowledge,1971,actor,O
1189,who is harry kellerman and why is he saying those terrible things about me?,1971,actor,O
1190,the go-between,1971,actor,O
1191,the conformist,1971,actor,O
1192,the garden of the finzi-continis,1971,actor,O
1193,bedknobs and broomsticks,1971,actor,O
1194,death in venice,1971,actor,O
1195,what's the matter with helen?,1971,actor,O
1196,summer of '42,1971,actor,O
1197,shaft,1971,actor,O
1198,straw dogs,1971,actor,O
1199,the boy friend,1971,actor,O
1200,tchaikovsky,1971,actor,O
1201,willy wonka & the chocolate factory,1971,actor,O
1202,bless the beasts and children,1971,actor,O
1203,diamonds are forever,1971,actor,O
1204,the andromeda strain,1971,actor,O
1205,when dinosaurs ruled the earth,1971,actor,O
1206,the godfather,1972,actor,W
1207,cabaret,1972,actor,O
1208,deliverance,1972,actor,O
1209,the emigrants,1972,actor,O
1210,sounder,1972,actor,N
1211,sleuth,1972,actor,N
1212,the ruling class,1972,actor,N
1213,lady sings the blues,1972,actor,O
1214,travels with my aunt,1972,actor,O
1215,the heartbreak kid,1972,actor,O
1216,butterflies are free,1972,actor,O
1217,pete 'n' tillie,1972,actor,O
1218,fat city,1972,actor,O
1219,the poseidon adventure,1972,actor,O
1220,the candidate,1972,actor,O
1221,the discreet charm of the bourgeoisie,1972,actor,O
1222,murmur of the heart,1972,actor,O
1223,young winston,1972,actor,O
1224,ben,1972,actor,O
1225,the little ark,1972,actor,O
1226,the life and times of judge roy bean,1972,actor,O
1227,the stepmother,1972,actor,O
1228,limelight,1972,actor,O
1229,images,1972,actor,O
1230,napoleon and samantha,1972,actor,O
1231,man of la mancha,1972,actor,O
1232,1776,1972,actor,O
1233,the hot rock,1972,actor,O
1234,the sting,1973,actor,N
1235,american graffiti,1973,actor,O
1236,cries and whispers,1973,actor,O
1237,the exorcist,1973,actor,O
1238,a touch of class,1973,actor,O
1239,last tango in paris,1973,actor,N
1240,save the tiger,1973,actor,W
1241,the last detail,1973,actor,N
1242,serpico,1973,actor,N
1243,cinderella liberty,1973,actor,O
1244,the way we were,1973,actor,O
1245,"summer wishes, winter dreams",1973,actor,O
1246,the paper chase,1973,actor,O
1247,bang the drum slowly,1973,actor,O
1248,paper moon,1973,actor,O
1249,the day of the dolphin,1973,actor,O
1250,papillon,1973,actor,O
1251,jesus christ superstar,1973,actor,O
1252,tom sawyer,1973,actor,O
1253,live and let die,1973,actor,O
1254,robin hood,1973,actor,O
1255,ludwig,1973,actor,O
1256,"brother sun, sister moon",1973,actor,O
1257,jonathan livingston seagull,1973,actor,O
1258,the day of the jackal,1973,actor,O
1259,the godfather part ii,1974,actor,N
1260,chinatown,1974,actor,N
1261,the conversation,1974,actor,O
1262,lenny,1974,actor,N
1263,the towering inferno,1974,actor,O
1264,day for night,1974,actor,O
1265,a woman under the influence,1974,actor,O
1266,harry and tonto,1974,actor,W
1267,murder on the orient express,1974,actor,N
1268,alice doesn't live here anymore,1974,actor,O
1269,claudine,1974,actor,O
1270,thunderbolt and lightfoot,1974,actor,O
1271,blazing saddles,1974,actor,O
1272,the apprenticeship of duddy kravitz,1974,actor,O
1273,young frankenstein,1974,actor,O
1274,shanks,1974,actor,O
1275,the great gatsby,1974,actor,O
1276,the little prince,1974,actor,O
1277,phantom of the paradise,1974,actor,O
1278,benji,1974,actor,O
1279,gold,1974,actor,O
1280,earthquake,1974,actor,O
1281,daisy miller,1974,actor,O
1282,the island at the top of the world,1974,actor,O
1283,the longest yard,1974,actor,O
1284,one flew over the cuckoo's nest,1975,actor,W
1285,barry lyndon,1975,actor,O
1286,dog day afternoon,1975,actor,N
1287,jaws,1975,actor,O
1288,nashville,1975,actor,O
1289,amarcord,1975,actor,O
1290,the sunshine boys,1975,actor,N
1291,the man in the glass booth,1975,actor,N
1292,"give 'em hell, harry!",1975,actor,N
1293,the story of adele h.,1975,actor,O
1294,tommy,1975,actor,O
1295,hedda,1975,actor,O
1296,hester street,1975,actor,O
1297,the day of the locust,1975,actor,O
1298,shampoo,1975,actor,O
1299,"farewell, my lovely",1975,actor,O
1300,jacqueline susann's once is not enough,1975,actor,O
1301,and now my love,1975,actor,O
1302,lies my father told me,1975,actor,O
1303,the man who would be king,1975,actor,O
1304,profumo di donna,1975,actor,O
