,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
1386,O,O,N,N,O,O,O,N,O,O,O,O,O,O,the wiz,1978
1387,O,O,O,O,O,O,O,O,O,O,O,O,W,O,thank god it's friday,1978
1388,O,O,O,O,O,O,O,O,O,O,O,O,N,O,grease,1978
1389,O,O,O,O,O,O,O,O,O,O,O,O,N,O,foul play,1978
1390,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the magic of lassie,1978
1391,O,O,O,O,O,O,O,O,O,O,O,O,O,N,hooper,1978
1392,O,O,O,W,O,O,O,O,O,O,O,O,O,O,death on the nile,1978
1393,O,O,O,N,O,O,O,O,O,O,O,O,O,O,caravans,1978
1394,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the swarm,1978
1395,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the brink's job,1978
1396,W,O,N,O,W,N,O,O,W,N,WN,W,O,O,kramer vs. kramer,1979
1397,N,O,N,W,N,W,O,W,N,O,O,N,O,O,all that jazz,1979
1398,O,O,W,O,N,N,O,O,N,N,O,N,O,W,apocalypse now,1979
1399,O,O,O,O,N,O,O,N,N,O,N,W,O,O,breaking away,1979
1400,O,W,O,O,O,O,O,O,N,O,O,N,W,O,norma rae,1979
1401,O,O,O,N,N,O,O,O,O,O,O,N,O,O,la cage aux folles,1979
1402,N,N,O,O,O,O,O,O,O,O,O,N,O,O,the china syndrome,1979
1403,N,O,O,O,O,O,O,O,O,O,O,N,O,O,...and justice for all.,1979
1404,N,O,O,O,O,O,O,O,O,W,O,O,O,O,being there,1979
1405,O,N,O,O,O,O,O,O,O,O,N,O,O,O,starting over,1979
1406,O,N,O,O,O,O,O,O,O,O,O,O,O,O,chapter two,1979
1407,O,N,O,O,O,N,O,O,O,N,O,O,O,N,the rose,1979
1408,O,O,O,O,O,N,O,O,O,N,O,O,O,O,the black stallion,1979
1409,O,O,O,O,O,O,O,O,O,O,N,N,O,O,manhattan,1979
1410,O,O,O,O,O,O,O,W,O,O,O,N,O,O,a little romance,1979
1411,O,O,O,O,O,O,O,N,O,O,O,O,N,O,10,1979
1412,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the amityville horror,1979
1413,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the champ,1979
1414,O,O,O,O,O,O,N,N,O,O,O,O,O,O,star trek: the motion picture,1979
1415,O,O,O,O,O,O,O,N,O,O,O,O,N,O,the muppet movie,1979
1416,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the promise,1979
1417,O,O,O,O,O,O,O,O,O,O,O,O,N,O,ice castles,1979
1418,O,O,N,O,O,O,N,O,O,O,O,O,O,N,1941,1979
1419,O,O,O,O,O,O,O,O,O,O,O,O,O,N,the electric horseman,1979
1420,O,O,O,O,O,O,O,O,O,O,O,O,O,N,meteor,1979
1421,O,O,O,N,O,O,O,O,O,O,O,O,O,O,agatha,1979
1422,O,O,O,N,O,O,O,O,O,O,O,O,O,O,butch and sundance: the early days,1979
1423,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the europeans,1979
1424,O,O,O,O,O,O,W,O,O,O,O,O,O,O,alien,1979
1425,O,O,N,O,O,O,N,O,O,O,O,O,O,O,the black hole,1979
1426,O,O,O,O,O,O,N,O,O,O,O,O,O,O,moonraker,1979
1427,O,N,O,O,W,O,O,O,W,WN,O,W,O,O,ordinary people,1980
1428,O,W,N,O,O,N,O,O,N,O,O,N,O,N,coal miner's daughter,1980
1429,N,O,O,N,N,N,O,N,N,O,O,N,O,O,the elephant man,1980
1430,W,O,N,O,N,W,O,O,N,N,N,O,O,N,raging bull,1980
1431,O,O,W,W,N,O,O,N,N,O,O,O,O,O,tess,1980
1432,N,O,O,O,N,O,O,O,O,O,O,N,O,O,the stunt man,1980
1433,N,O,O,O,O,O,O,O,O,N,O,O,O,O,the great santini,1980
1434,N,O,O,O,O,O,O,O,O,O,O,O,O,O,tribute,1980
1435,O,N,O,O,O,O,O,O,O,O,N,O,O,O,resurrection,1980
1436,O,N,O,O,O,O,O,O,O,O,N,N,O,O,private benjamin,1980
1437,O,N,O,O,O,O,O,O,O,O,O,O,O,O,gloria,1980
1438,O,O,O,O,O,O,O,O,O,N,W,W,O,O,melvin and howard,1980
1439,O,O,O,O,O,O,O,O,O,O,N,O,O,O,inside moves,1980
1440,O,O,O,O,O,O,O,O,O,O,O,N,O,O,brubaker,1980
1441,O,O,O,O,O,N,O,W,O,O,O,N,WN,N,fame,1980
1442,O,O,O,O,O,O,O,O,O,O,O,N,O,O,mon oncle d'amerique,1980
1443,O,O,O,O,O,O,O,O,O,O,O,N,O,O,breaker morant,1980
1444,O,O,O,O,O,O,O,N,O,O,O,O,O,N,altered states,1980
1445,O,O,O,O,O,O,O,N,O,O,O,O,O,W,the empire strikes back,1980
1446,O,O,O,O,O,O,O,O,O,O,O,O,N,O,9 to 5,1980
1447,O,O,O,O,O,O,O,O,O,O,O,O,N,O,honeysuckle rose,1980
1448,O,O,O,O,O,N,O,O,O,O,O,O,N,O,the competition,1980
1449,O,O,O,N,O,O,O,O,O,O,O,O,O,O,my brilliant career,1980
1450,O,O,O,N,O,O,O,O,O,O,O,O,O,O,somewhere in time,1980
1451,O,O,O,N,O,O,O,O,O,O,O,O,O,O,when time ran out,1980
1452,O,O,O,O,O,O,O,O,O,O,O,O,O,O,kagemusha,1980
1453,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the blue lagoon,1980
1454,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the formula,1980
1455,O,O,O,W,N,N,O,W,W,N,O,W,O,O,chariots of fire,1981
1456,N,N,O,O,N,O,O,O,N,O,O,N,O,O,atlantic city,1981
1457,W,W,N,O,N,N,O,N,N,O,N,W,O,N,on golden pond,1981
1458,O,O,N,O,N,W,W,N,N,O,O,O,O,W,raiders of the lost ark,1981
1459,N,N,W,N,W,N,O,O,N,N,W,N,O,N,reds,1981
1460,N,O,O,O,O,O,O,O,O,W,O,N,W,O,arthur,1981
1461,N,O,O,O,O,O,O,O,O,O,N,N,O,O,absence of malice,1981
1462,O,N,O,O,O,O,O,O,O,N,N,O,O,O,only when i laugh,1981
1463,O,N,O,N,O,N,O,O,O,O,O,N,O,O,the french lieutenant's woman,1981
1464,O,O,N,N,O,O,O,N,O,N,N,N,N,O,ragtime,1981
1465,O,O,O,N,O,O,O,O,O,O,O,N,O,N,pennies from heaven,1981
1466,O,O,O,O,O,O,O,O,O,O,O,N,O,O,prince of the city,1981
1467,O,O,O,O,O,O,N,N,O,O,O,O,O,O,dragonslayer,1981
1468,O,O,O,O,O,O,O,O,O,O,O,O,N,O,endless love,1981
1469,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the great muppet caper,1981
1470,O,O,O,O,O,O,O,O,O,O,O,O,N,O,for your eyes only,1981
1471,O,O,O,O,O,O,O,O,O,O,O,O,O,N,outland,1981
1472,O,O,O,O,O,O,O,O,O,O,O,O,O,O,heaven's gate,1981
1473,O,O,N,O,O,O,O,O,O,O,O,O,O,O,excalibur,1981
1474,W,O,W,W,W,W,O,N,W,O,O,W,O,N,gandhi,1982
1475,O,O,N,O,N,N,W,W,N,O,O,N,O,W,e.t. the extra-terrestrial,1982
1476,N,N,O,O,O,O,O,O,N,O,O,W,O,O,missing,1982
1477,N,O,N,O,N,N,O,O,N,O,WN,N,N,N,tootsie,1982
1478,N,O,O,O,N,O,O,O,N,N,O,N,O,O,the verdict,1982
1479,O,O,N,O,N,N,O,O,O,O,O,N,O,N,das boot,1982
1480,N,O,O,O,O,O,O,O,O,O,O,O,O,O,my favorite year,1982
1481,O,W,N,N,O,O,O,N,O,O,O,N,O,O,sophie's choice,1982
1482,O,N,O,N,O,O,O,W,O,N,N,N,O,O,victor/victoria,1982
1483,O,N,O,O,O,O,O,O,O,O,N,O,O,O,frances,1982
1484,O,N,O,O,O,N,O,N,O,W,O,N,W,O,an officer and a gentleman,1982
1485,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the best little whorehouse in texas,1982
1486,O,O,O,O,O,O,O,O,O,N,N,O,O,O,the world according to garp,1982
1487,O,O,O,O,O,O,O,O,O,O,O,N,O,O,diner,1982
1488,O,O,O,O,O,N,N,N,O,O,O,O,O,O,poltergeist,1982
1489,O,O,O,O,O,O,O,N,O,O,O,O,O,O,annie,1982
1490,O,O,O,O,O,O,O,N,O,O,O,O,O,O,one from the heart,1982
1491,O,O,O,O,O,O,O,O,O,O,O,O,N,O,rocky iii,1982
1492,O,O,O,O,O,O,O,O,O,O,O,O,N,O,best friends,1982
1493,O,O,O,O,O,O,O,O,O,O,O,O,N,O,"yes, giorgio",1982
1494,O,O,O,N,O,O,O,O,O,O,O,O,O,N,tron,1982
1495,O,O,O,N,O,O,O,O,O,O,O,O,O,O,la traviata,1982
1496,O,O,O,O,O,O,N,O,O,O,O,O,O,O,blade runner,1982
1497,O,WN,O,O,W,N,O,N,W,WN,O,W,O,N,terms of endearment,1983
1498,O,O,O,O,O,O,O,O,N,O,N,N,O,O,the big chill,1983
1499,N,O,O,O,N,O,O,O,N,O,O,N,O,O,the dresser,1983
1500,O,O,N,O,O,W,O,W,N,N,O,O,O,W,the right stuff,1983
1501,W,O,O,O,N,O,O,O,N,O,O,W,N,O,tender mercies,1983
1502,O,O,W,W,N,O,O,O,O,O,O,N,O,O,fanny and alexander,1983
1503,O,N,O,O,N,N,O,O,O,O,N,N,O,O,silkwood,1983
1504,N,N,O,O,O,O,O,O,O,O,O,N,O,O,educating rita,1983
1505,N,O,O,O,O,O,O,O,O,O,O,N,O,O,"reuben, reuben",1983
1506,O,N,O,O,O,O,O,O,O,O,O,O,O,O,testament,1983
1507,O,O,O,O,O,O,O,O,O,N,O,O,O,O,to be or not to be,1983
1508,O,O,O,N,O,O,O,N,O,N,N,O,O,O,cross creek,1983
1509,O,O,O,O,O,O,O,O,O,O,W,O,O,O,the year of living dangerously,1983
1510,O,O,O,O,O,O,O,W,O,O,N,O,N,O,yentl,1983
1511,O,O,N,O,O,O,O,O,O,O,O,N,O,N,wargames,1983
1512,O,O,O,O,O,O,O,O,O,O,O,N,O,O,betrayal,1983
1513,O,O,O,O,O,N,O,N,O,O,O,O,O,N,return of the jedi,1983
1514,O,O,O,O,O,O,O,N,O,O,O,O,O,O,under fire,1983
1515,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the sting ii,1983
1516,O,O,O,O,O,O,O,N,O,O,O,O,O,O,trading places,1983
1517,O,O,N,O,O,N,O,O,O,O,O,O,WN,O,flashdance,1983
1518,O,O,O,O,O,O,O,O,O,O,O,O,O,N,never cry wolf,1983
1519,O,O,O,N,O,O,O,O,O,O,O,O,O,O,heart like a wheel,1983
1520,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the return of martin guerre,1983
1521,O,O,N,N,O,O,O,O,O,O,O,O,O,O,zelig,1983
1522,O,O,O,O,O,N,O,O,O,O,O,O,O,O,blue thunder,1983
1523,WN,O,N,W,W,N,O,O,W,O,O,W,O,W,amadeus,1984
1524,N,O,W,O,N,W,O,O,N,W,O,N,O,O,the killing fields,1984
1525,O,N,N,N,N,N,O,W,N,O,W,N,O,N,a passage to india,1984
1526,O,W,O,N,N,O,O,O,N,N,N,W,O,O,places in the heart,1984
1527,O,O,O,O,O,O,O,O,N,O,O,N,O,O,a soldier's story,1984
1528,O,O,O,O,N,O,O,O,O,O,O,N,O,O,broadway danny rose,1984
1529,N,O,O,O,O,O,O,O,O,O,O,O,O,O,starman,1984
1530,N,O,O,O,O,O,O,N,O,O,O,O,O,O,under the volcano,1984
1531,O,N,O,O,O,O,O,O,O,O,O,O,O,O,country,1984
1532,O,N,O,N,O,O,O,O,O,O,O,O,O,O,the bostonians,1984
1533,O,N,N,O,O,O,O,N,O,O,O,O,O,N,the river,1984
1534,O,O,O,O,O,O,O,O,O,N,O,O,O,O,a soldier's story as,1984
1535,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the karate kid as,1984
1536,O,O,O,O,O,O,O,O,O,N,O,O,O,O,"greystoke: the legend of tarzan, lord of the apes as",1984
1537,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the natural as,1984
1538,O,O,O,O,O,O,O,O,O,O,N,O,O,O,swing shift as,1984
1539,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the pope of greenwich village as,1984
1540,O,O,O,O,O,O,O,O,O,O,O,N,O,O,beverly hills cop,1984
1541,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the north,1984
1542,O,O,O,O,O,O,O,O,O,O,O,N,O,O,splash,1984
1543,O,O,O,O,O,O,O,O,O,O,O,N,O,O,"greystoke: the legend of tarzan, lord of the apes",1984
1544,O,O,O,O,O,O,W,N,O,O,O,O,O,O,indiana jones and the temple of doom,1984
1545,O,O,N,O,O,O,O,N,O,O,O,O,O,O,the natural,1984
1546,O,O,O,O,O,O,O,W,O,O,O,O,O,O,purple rain,1984
1547,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the muppets take manhattan,1984
1548,O,O,O,O,O,O,O,N,O,O,O,O,O,O,songwriter,1984
1549,O,O,O,O,O,O,O,O,O,O,O,O,W,O,the woman in red,1984
1550,O,O,O,O,O,O,O,O,O,O,O,O,N,O,against all odds,1984
1551,O,O,O,O,O,O,O,O,O,O,O,O,N,O,footloose,1984
1552,O,O,O,O,O,O,N,O,O,O,O,O,N,O,ghostbusters,1984
1553,O,O,O,N,O,O,N,O,O,O,O,O,O,N,2010,1984
1554,O,O,O,O,O,O,O,O,O,O,O,O,O,N,dune,1984
1555,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the cotton club,1984
1556,O,O,O,O,O,N,O,O,O,O,O,O,O,O,romancing the stone,1984
1557,O,N,W,N,W,N,O,W,W,N,O,W,O,W,out of africa,1985
1558,O,N,N,N,O,O,O,N,N,O,N,N,N,O,the color purple,1985
1559,W,O,O,O,N,O,O,O,N,O,O,N,O,O,kiss of the spider woman,1985
1560,N,O,O,N,N,N,O,O,N,N,W,N,O,O,prizzi's honor,1985
1561,N,O,N,O,N,W,O,N,N,O,O,W,O,O,witness,1985
1562,O,O,N,W,N,O,O,O,O,O,O,O,O,O,ran,1985
1563,N,O,N,O,O,O,O,O,O,O,O,O,O,O,murphy's romance,1985
1564,N,O,O,O,O,N,O,O,O,N,O,O,O,O,runaway train,1985
1565,O,W,O,O,O,O,O,O,O,O,O,N,O,O,the trip to bountiful,1985
1566,O,N,O,O,O,O,O,N,O,O,N,O,O,O,agnes of god,1985
1567,O,N,O,O,O,O,O,O,O,O,O,O,O,O,sweet dreams,1985
1568,O,O,O,O,O,O,W,O,O,W,O,O,O,O,cocoon,1985
1569,O,O,O,O,O,O,O,O,O,N,O,O,O,O,jagged edge,1985
1570,O,O,O,O,O,O,O,O,O,O,N,O,O,O,twice in a lifetime,1985
1571,O,O,O,O,O,W,O,O,O,O,O,N,N,N,back to the future,1985
1572,O,O,O,O,O,O,O,O,O,O,O,N,O,O,brazil,1985
1573,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the official story,1985
1574,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the purple rose of cairo,1985
1575,O,O,O,O,O,O,O,N,O,O,O,O,O,N,silverado,1985
1576,O,O,O,O,O,O,O,O,O,O,O,O,WN,O,white nights,1985
1577,O,O,O,O,O,N,O,O,O,O,O,O,N,N,a chorus line,1985
1578,O,O,O,O,O,N,O,O,O,O,O,O,O,N,ladyhawke,1985
1579,O,O,O,O,O,N,O,O,O,O,O,O,O,O,rambo: first blood part ii,1985
1580,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the journey of natty gann,1985
1581,O,O,O,O,O,O,N,O,O,O,O,O,O,O,return to oz,1985
1582,O,O,O,O,O,O,N,O,O,O,O,O,O,O,young sherlock holmes,1985
1583,O,O,N,O,W,W,O,O,W,N,O,N,O,W,platoon,1986
1584,N,W,O,O,O,O,O,O,N,O,N,N,O,O,children of a lesser god,1986
1585,O,O,O,O,N,N,O,O,N,W,W,W,O,O,hannah and her sisters,1986
1586,O,O,W,N,N,N,O,N,N,O,O,O,O,O,the mission,1986
1587,O,O,N,W,N,O,O,O,N,N,N,W,O,O,a room with a view,1986
1588,O,O,O,O,N,O,O,O,O,O,O,O,O,O,blue velvet,1986
1589,W,O,O,O,O,O,O,O,O,O,N,N,O,O,the color of money,1986
1590,N,O,O,O,O,O,O,W,O,O,O,O,O,O,round midnight,1986
1591,N,O,O,O,O,O,O,O,O,O,O,O,O,O,mona lisa,1986
1592,N,O,O,O,O,O,O,O,O,O,O,N,O,O,salvador,1986
1593,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the morning after,1986
1594,O,N,O,O,O,O,O,O,O,O,N,N,O,O,crimes of the heart,1986
1595,O,N,N,N,O,O,O,O,O,O,O,O,O,O,peggy sue got married,1986
1596,O,N,O,O,O,N,W,N,O,O,O,O,O,N,aliens,1986
1597,O,O,O,O,O,O,O,N,O,N,O,O,O,O,hoosiers,1986
1598,O,O,O,O,O,O,O,O,O,O,O,N,O,O,crocodile dundee,1986
1599,O,O,O,O,O,O,O,O,O,O,O,N,O,O,my beautiful laundrette,1986
1600,O,O,O,O,O,O,O,O,O,O,O,N,O,O,stand by me,1986
1601,O,O,N,O,O,N,O,N,O,O,O,O,O,N,star trek iv: the voyage home,1986
1602,O,O,O,O,O,N,O,O,O,O,O,O,W,N,top gun,1986
1603,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the karate kid part ii,1986
1604,O,O,O,O,O,O,O,O,O,O,O,O,N,O,that's life!,1986
1605,O,O,O,O,O,O,N,O,O,O,O,O,N,O,little shop of horrors,1986
1606,O,O,O,O,O,O,O,O,O,O,O,O,N,O,an american tail,1986
1607,O,O,O,O,O,O,O,O,O,O,O,O,O,N,heartbreak ridge,1986
1608,O,O,O,N,O,O,O,O,O,O,O,O,O,O,otello,1986
1609,O,O,O,N,O,O,O,O,O,O,O,O,O,O,pirates,1986
1610,O,O,O,O,O,O,N,O,O,O,O,O,O,O,poltergeist ii: the other side,1986
1611,O,O,W,W,W,W,O,W,W,O,O,W,O,W,the last emperor,1987
1612,N,N,N,O,O,N,O,O,N,N,O,N,O,O,broadcast news,1987
1613,O,N,O,O,N,N,O,O,N,O,N,N,O,O,fatal attraction,1987
1614,O,O,N,O,N,O,O,O,N,O,O,N,O,O,hope and glory,1987
1615,O,W,O,O,N,O,O,O,N,N,W,W,O,O,moonstruck,1987
1616,O,O,O,O,N,O,O,O,O,O,O,N,O,O,my life as a dog,1987
1617,W,O,O,O,O,O,O,O,O,O,O,O,O,O,wall street,1987
1618,N,O,O,O,O,O,O,O,O,O,O,O,O,O,dark eyes,1987
1619,N,N,O,O,O,O,O,O,O,O,O,O,O,O,ironweed,1987
1620,N,O,O,O,O,O,O,O,O,O,O,O,O,O,"good morning, vietnam",1987
1621,O,N,O,O,O,O,O,O,O,O,O,O,O,O,anna,1987
1622,O,O,O,N,O,O,O,N,O,W,O,O,O,O,the untouchables,1987
1623,O,O,O,O,O,O,O,O,O,N,O,O,O,O,street smart,1987
1624,O,O,O,O,O,O,O,N,O,N,O,O,N,O,cry freedom,1987
1625,O,O,O,O,O,O,O,O,O,O,N,O,O,O,gaby: a true story,1987
1626,O,O,O,O,O,O,O,O,O,O,N,O,O,O,throw momma from the train,1987
1627,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the whales of august,1987
1628,O,O,O,O,O,O,O,O,O,O,O,N,O,O,au revoir les enfants,1987
1629,O,O,O,O,O,O,O,O,O,O,O,N,O,O,radio days,1987
1630,O,O,O,N,O,O,O,O,O,O,O,N,O,O,the dead,1987
1631,O,O,O,O,O,O,O,O,O,O,O,N,O,O,full metal jacket,1987
1632,O,O,N,N,O,N,O,N,O,O,O,O,O,N,empire of the sun,1987
1633,O,O,O,O,O,O,O,N,O,O,O,O,O,N,the witches of eastwick,1987
1634,O,O,O,O,O,O,O,O,O,O,O,O,W,O,dirty dancing,1987
1635,O,O,O,O,O,O,O,O,O,O,O,O,N,O,mannequin,1987
1636,O,O,O,O,O,O,O,O,O,O,O,O,N,O,beverly hills cop ii,1987
1637,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the princess bride,1987
1638,O,O,O,O,O,O,O,O,O,O,O,O,O,N,lethal weapon,1987
1639,O,O,O,O,O,N,O,O,O,O,O,O,O,N,robocop,1987
1640,O,O,N,O,O,O,O,O,O,O,O,O,O,O,matewan,1987
1641,O,O,O,N,O,O,O,O,O,O,O,O,O,O,maurice,1987
1642,O,O,O,O,O,O,W,O,O,O,O,O,O,O,innerspace,1987
1643,O,O,O,O,O,O,N,O,O,O,O,O,O,O,predator,1987
1644,W,O,N,O,W,N,O,N,W,O,O,W,O,O,rain man,1988
1645,O,O,O,O,O,O,O,N,N,O,W,N,O,O,the accidental tourist,1988
1646,O,N,O,W,O,O,O,N,N,O,N,W,O,O,dangerous liaisons,1988
1647,N,O,W,O,N,N,O,O,N,O,N,O,O,N,mississippi burning,1988
1648,O,N,O,O,N,O,O,O,N,O,N,O,W,O,working girl,1988
1649,O,O,O,O,N,O,O,O,O,W,O,N,O,O,a fish called wanda,1988
1650,O,O,O,O,N,O,O,O,O,O,O,O,O,O,the last temptation of christ,1988
1651,N,O,O,O,O,O,O,O,O,O,O,N,O,O,big,1988
1652,N,O,O,O,O,O,O,O,O,O,O,O,O,O,stand and deliver,1988
1653,N,O,O,O,O,O,O,O,O,O,O,O,O,O,pelle the conqueror,1988
1654,O,W,O,O,O,O,O,O,O,O,O,O,O,O,the accused,1988
1655,O,N,O,O,O,O,O,O,O,O,O,O,O,O,a cry in the dark,1988
1656,O,N,O,O,O,N,O,N,O,O,O,N,O,N,gorillas in the mist,1988
1657,O,O,O,O,O,O,O,O,O,N,O,N,O,O,little dorrit,1988
1658,O,O,O,N,O,O,O,O,O,N,O,O,O,O,tucker: the man and his dream,1988
1659,O,O,O,O,O,O,O,O,O,N,O,N,O,O,running on empty,1988
1660,O,O,O,O,O,O,O,O,O,N,O,O,O,O,married to the mob,1988
1661,O,O,O,O,O,O,O,O,O,O,O,N,O,O,bull durham,1988
1662,O,O,N,O,O,O,O,O,O,O,O,N,O,O,the unbearable lightness of being,1988
1663,O,O,O,O,O,O,O,W,O,O,O,O,O,O,the milagro beanfield war,1988
1664,O,O,O,O,O,O,O,O,O,O,O,O,N,O,bagdad cafe,1988
1665,O,O,O,O,O,O,O,O,O,O,O,O,N,O,buster,1988
1666,O,O,O,O,O,O,O,O,O,O,O,O,O,W,bird,1988
1667,O,O,O,O,O,N,N,O,O,O,O,O,O,N,die hard,1988
1668,O,O,N,O,O,W,W,O,O,O,O,O,O,N,who framed roger rabbit,1988
1669,O,O,O,O,O,N,N,O,O,O,O,O,O,O,willow,1988
1670,O,O,O,O,O,O,O,O,O,O,O,O,O,O,beaches,1988
1671,O,O,O,N,O,O,O,O,O,O,O,O,O,O,coming to america,1988
1672,O,O,O,N,O,O,O,O,O,O,O,O,O,O,a handful of dust,1988
1673,O,O,O,N,O,O,O,O,O,O,O,O,O,O,sunset,1988
1674,O,O,N,O,O,O,O,O,O,O,O,O,O,O,tequila sunrise,1988
1675,N,W,O,N,O,N,O,O,W,N,O,W,O,O,driving miss daisy,1989
1676,N,O,N,O,W,W,O,N,N,O,O,N,O,N,born on the fourth of july,1989
1677,N,O,O,O,N,O,O,O,N,O,O,W,O,O,dead poets society,1989
1678,O,O,O,O,O,O,O,N,N,O,O,N,O,O,field of dreams,1989
1679,W,O,O,O,N,O,O,O,N,O,W,N,O,O,my left foot,1989
1680,O,O,O,O,N,O,O,O,O,N,O,N,O,O,crimes and misdemeanors,1989
1681,N,O,O,W,N,O,O,O,O,O,O,O,O,O,henry v,1989
1682,O,N,O,O,O,O,O,O,O,O,O,O,O,O,camille claudel,1989
1683,O,N,O,O,O,O,O,O,O,O,O,O,N,O,shirley valentine,1989
1684,O,N,O,O,O,O,O,O,O,O,O,O,O,O,music box,1989
1685,O,N,N,O,O,N,O,N,O,O,O,O,O,O,the fabulous baker boys,1989
1686,O,O,W,O,O,N,O,O,O,W,O,O,O,W,glory,1989
1687,O,O,O,O,O,O,O,O,O,N,O,N,O,O,do the right thing,1989
1688,O,O,O,O,O,O,O,O,O,N,O,O,O,O,a dry white season,1989
1689,O,O,O,O,O,O,O,O,O,O,N,N,O,O,"enemies, a love story",1989
1690,O,O,O,O,O,O,O,O,O,O,N,O,O,O,steel magnolias,1989
1691,O,O,O,O,O,O,O,O,O,O,N,O,N,O,parenthood,1989
1692,O,O,O,O,O,O,O,O,O,O,O,N,O,O,"sex, lies, and videotape",1989
1693,O,O,O,O,O,O,O,O,O,O,O,N,O,O,when harry met sally...,1989
1694,O,O,O,O,O,O,O,W,O,O,O,O,WN,O,the little mermaid,1989
1695,O,O,O,O,O,W,O,N,O,O,O,O,O,N,indiana jones and the last crusade,1989
1696,O,O,O,O,O,O,O,O,O,O,O,O,N,O,chances are,1989
1697,O,O,O,O,O,N,O,O,O,O,O,O,O,N,black rain,1989
1698,O,O,O,O,O,N,O,O,O,O,O,O,O,O,lethal weapon 2,1989
1699,O,O,N,O,O,O,W,O,O,O,O,O,O,N,the abyss,1989
1700,O,O,O,O,O,O,O,O,O,O,O,O,O,O,batman,1989
1701,O,O,O,N,O,O,N,O,O,O,O,O,O,O,the adventures of baron munchausen,1989
1702,O,O,N,O,O,O,O,O,O,O,O,O,O,O,blaze,1989
1703,O,O,O,N,O,O,O,O,O,O,O,O,O,O,harlem nights,1989
1704,O,O,O,N,O,O,O,O,O,O,O,O,O,O,valmont,1989
1705,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the bear,1989
1706,O,O,O,O,O,O,N,O,O,O,O,O,O,O,back to the future part ii,1989
1707,N,O,W,N,W,W,O,W,W,N,N,W,O,W,dances with wolves,1990
1708,N,O,O,O,O,O,O,O,N,O,O,N,O,O,awakenings,1990
1709,O,O,O,O,O,N,O,N,N,O,W,W,O,O,ghost,1990
1710,O,O,N,O,N,N,O,O,N,N,O,O,N,O,the godfather part iii,1990
1711,O,O,O,O,N,N,O,O,N,W,N,N,O,O,goodfellas,1990
1712,O,N,O,O,N,O,O,O,O,O,N,N,O,O,the grifters,1990
1713,W,O,O,O,N,O,O,O,O,O,O,N,O,O,reversal of fortune,1990
1714,N,O,O,W,O,O,O,O,O,O,O,O,O,O,cyrano de bergerac,1990
1715,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the field,1990
1716,O,W,O,O,O,O,O,O,O,O,O,O,O,O,misery,1990
1717,O,N,O,O,O,O,O,O,O,O,O,O,O,O,pretty woman,1990
1718,O,N,O,O,O,O,O,O,O,O,O,O,N,O,postcards from the edge,1990
1719,O,N,O,O,O,O,O,O,O,O,O,O,O,O,mr. and mrs. bridge,1990
1720,O,O,O,O,O,O,O,O,O,N,O,O,O,O,longtime companion,1990
1721,O,O,N,N,O,O,O,O,O,N,O,O,W,N,dick tracy,1990
1722,O,O,O,O,O,O,O,O,O,O,N,O,O,O,wild at heart,1990
1723,O,O,O,O,O,O,O,O,O,O,O,N,O,O,alice,1990
1724,O,O,N,N,O,O,O,N,O,O,O,N,O,O,avalon,1990
1725,O,O,O,O,O,O,O,O,O,O,O,N,O,O,green card,1990
1726,O,O,O,O,O,O,O,O,O,O,O,N,O,O,metropolitan,1990
1727,O,O,O,O,O,O,O,N,O,O,O,O,O,O,havana,1990
1728,O,O,O,O,O,O,O,N,O,O,O,O,N,O,home alone,1990
1729,O,O,O,O,O,O,O,O,O,O,O,O,N,O,young guns ii,1990
1730,O,O,O,O,O,O,O,O,O,O,O,O,O,N,days of thunder,1990
1731,O,O,O,O,O,N,O,O,O,O,O,O,O,N,the hunt for red october,1990
