,title,year,imdbID,precount_wins,precount_noms,win,nom,none
486,you've got mail,1998,tt0128853,2,5,0,0,0
487,american hustle,2013,tt1800241,1,10,0,7,0
488,bean,1997,tt0118689,1,1,0,0,0
489,eragon,2006,tt0449010,1,0,0,0,0
490,the mask of zorro,1998,tt0120746,0,0,0,0,7
491,brother bear,2003,tt0328880,0,1,0,0,0
492,the blair witch project,1999,tt0185937,0,0,0,0,0
493,unbreakable,2000,tt0217869,0,3,0,0,0
494,"love, actually",2003,tt0314331,0,1,0,0,0
495,grown ups 2,2013,tt2191701,0,0,0,0,0
496,dumb and dumber,1994,tt0109686,0,0,0,0,0
497,house of dark shadows,1970,tt0065856,0,1,0,0,0
498,dark shadows,2012,tt1077368,0,8,0,0,0
499,rango,2011,tt1192628,0,6,0,0,0
500,teenage mutant ninja turtles: out of the shadows,2016,tt3949660,0,3,0,0,0
501,face/off,1997,tt0119094,1,4,0,0,7
502,hulk,2003,tt0286716,1,2,0,0,0
503,pixels,2015,tt2120120,0,0,0,0,0
504,after earth,2013,tt1815862,0,5,0,0,0
505,back to the future part iii,1990,tt0099088,1,1,0,0,0
506,rush hour,1998,tt0120812,0,0,0,0,0
507,robocop,1987,tt0093870,0,1,0,0,7
508,robocop 2,1990,tt0100502,0,0,0,0,0
509,cloudy with a chance of meatballs,2009,tt0844471,0,1,0,0,0
510,daddy's home,2015,tt1528854,0,2,0,0,0
511,8 mile,2002,tt0298203,1,1,0,0,7
512,a few good men,1992,tt0104257,2,8,0,2,5
513,eraser,1996,tt0116213,0,1,0,0,7
514,my big fat greek wedding,2002,tt0259446,0,0,0,1,6
515,alien: covenant,2017,tt2316204,0,7,0,0,0
516,sully,2016,tt3263904,6,9,0,0,7
517,die hard 2,1990,tt0099423,0,0,0,0,0
518,resident evil: retribution,2012,tt1855325,0,0,0,0,0
519,crocodile dundee ii,1988,tt0092493,0,1,0,0,0
520,3 men and a baby,1987,tt0094137,0,0,0,0,0
521,click,2006,tt0389860,1,1,0,0,0
522,crazy rich asians,2018,tt3104988,0,0,0,0,0
523,saturday night fever,1977,tt0076666,0,0,0,1,6
524,a.i. artificial intelligence,2001,tt0212720,3,7,0,0,7
525,2 fast 2 furious,2003,tt0322259,0,2,0,0,0
526,hidden figures,2016,tt4846340,2,2,0,3,4
527,silver linings playbook,2012,tt1045658,2,7,1,7,0
528,dead poets society,1989,tt0097165,0,2,1,4,3
529,american pie,1999,tt0163651,0,0,0,0,0
530,american reunion,2012,tt1605630,0,0,0,0,0
531,big daddy,1999,tt0142342,0,0,0,0,0
532,the imitation game,2014,tt2084970,0,1,1,5,2
533,the little mermaid,1989,tt0097757,0,0,0,0,7
534,american wedding,2003,tt0328828,0,0,0,0,0
535,argo,2012,tt1024648,1,2,2,3,4
536,sister act,1992,tt0105417,3,4,0,0,0
537,juno,2007,tt0467406,0,0,1,4,3
538,constantine,2005,tt0360486,0,1,0,0,0
539,get smart,2008,tt0425061,1,3,0,0,0
540,heat,1995,tt0113277,4,13,0,0,0
541,ghost rider,2007,tt0259324,0,1,0,0,0
542,the green hornet,2011,tt0990407,0,2,0,0,0
543,lethal weapon 2,1989,tt0097733,0,1,0,0,7
544,sleepless in seattle,1993,tt0108160,0,3,0,1,6
545,immortals,2011,tt1253864,0,1,0,0,0
546,paddington 2,2017,tt4468740,0,3,0,0,0
547,baby driver,2017,tt3890160,0,0,0,0,7
548,valerian and the city of a thousand planets,2017,tt2239822,0,1,0,0,0
549,hansel & gretel: witch hunters,2013,tt1428538,0,2,0,0,0
550,good will hunting,1997,tt0119217,0,0,2,6,1
551,chicken run,2000,tt0120630,2,0,0,0,0
552,network,1976,tt0074958,2,7,3,7,1
553,the social network,2010,tt1285016,0,1,1,4,3
554,rocky,1976,tt0075148,0,1,2,5,2
555,con air,1997,tt0118880,0,0,0,0,7
556,interview with the vampire: the vampire chronicles,1994,tt0110148,1,1,0,0,0
557,yes man,2008,tt1068680,0,0,0,0,0
558,non-stop,2014,tt2024469,0,5,0,0,0
559,"honey, i shrunk the kids",1989,tt0097523,0,0,0,0,0
560,wild wild west,1999,tt0120891,1,3,0,0,0
561,geostorm,2017,tt1981128,0,0,0,0,0
562,jumper,2008,tt0489099,0,1,0,0,0
563,elf,2003,tt0319343,0,1,0,0,0
564,presumed innocent,1990,tt0100404,1,4,0,0,0
565,green lantern,2011,tt1133985,0,0,0,0,0
566,it's complicated,2009,tt1230414,2,15,0,0,0
567,the prince of egypt,1998,tt0120794,0,6,0,0,7
568,the terminal,2004,tt0362227,6,10,0,0,0
569,what happens in vegas,2008,tt1033643,0,0,0,0,0
570,knocked up,2007,tt0478311,0,0,0,0,0
571,king kong,2005,tt0360717,3,5,0,0,7
572,collateral,2004,tt0369339,0,4,0,1,6
573,jack,1996,tt0116669,4,10,0,0,0
574,jack reacher,2012,tt0790724,1,4,0,0,0
575,the emoji movie,2017,tt4877122,0,0,0,0,0
576,dracula untold,2014,tt0829150,0,0,0,0,0
577,ted 2,2015,tt2637276,0,1,0,0,0
578,central intelligence,2016,tt1489889,0,1,0,0,0
579,million dollar baby,2004,tt0405159,3,5,4,6,1
580,the help,2011,tt1454029,0,1,1,4,4
581,twins,1988,tt0096320,0,0,0,0,0
582,saving private ryan,1998,tt0120815,4,6,1,4,3
583,vertical limit,2000,tt0190865,0,0,0,0,0
584,clear and present danger,1994,tt0109444,1,4,0,0,7
585,bad teacher,2011,tt1284575,0,0,0,0,0
586,bram stoker's dracula,1992,tt0103874,5,7,0,0,7
587,ghostbusters ii,1989,tt0097428,0,3,0,0,0
588,the sorcerer's apprentice,2010,tt0963966,1,1,0,0,0
589,the expendables 3,2014,tt2333784,0,2,0,0,0
590,just go with it,2011,tt1564367,1,2,0,0,0
591,dirty dancing,1987,tt0092890,0,0,0,0,7
592,the aviator,2004,tt0338751,0,8,1,6,1
593,public enemies,2009,tt1152836,0,5,0,0,0
594,the bourne identity,2002,tt0258463,1,1,0,0,0
595,disclosure,1994,tt0109635,3,3,0,0,0
596,pulp fiction,1994,tt0110912,0,1,1,6,1
597,bedtime story,1964,tt0057878,3,4,0,0,0
598,bedtime stories,2008,tt0960731,0,0,0,0,0
599,the wood,1999,tt0161100,0,0,0,0,0
600,into the woods,2014,tt2180411,0,2,0,1,6
601,miss congeniality,2000,tt0212346,2,4,0,0,0
602,master and commander: the far side of the world,2003,tt0311113,1,6,0,0,0
603,end of days,1999,tt0146675,0,0,0,0,0
604,battle los angeles,2011,tt1217613,0,0,0,0,0
605,the fury,1978,tt0077588,0,6,0,0,0
606,fury,2014,tt2713180,1,3,0,0,0
607,entrapment,1999,tt0137494,2,0,0,0,0
608,due date,2010,tt1231583,1,3,0,0,0
609,bridget jones's baby,2016,tt1473832,4,5,0,0,0
610,ace ventura: when nature calls,1995,tt0112281,0,0,0,0,0
611,australia,2008,tt0455824,1,3,0,0,7
612,district 9,2009,tt1136608,0,0,0,2,5
613,braveheart,1995,tt0112573,0,0,2,3,4
614,horrible bosses,2011,tt1499658,2,0,0,0,0
615,moonraker,1979,tt0079574,0,1,0,0,7
616,the others,2001,tt0230600,0,0,0,0,0
617,tomorrowland,2015,tt1964418,1,8,0,0,0
618,lemony snicket's a series of unfortunate events,2004,tt0339291,0,0,0,0,7
619,red dragon,2002,tt0289765,2,8,0,0,0
620,safe house,2012,tt1599348,2,4,0,0,0
621,jaws 2,1978,tt0077766,0,1,0,0,0
622,me before you,2016,tt2674426,0,0,0,0,0
623,sleepy hollow,1999,tt0162661,0,2,0,0,7
624,s.w.a.t.,2003,tt0257076,0,1,0,0,0
625,philadelphia,1993,tt0107818,2,3,1,2,5
626,london has fallen,2016,tt3300542,0,0,0,0,0
627,the break-up,2006,tt0452594,0,0,0,0,0
628,a dog's purpose,2017,tt1753383,0,3,0,0,0
629,white house down,2013,tt2334879,1,2,0,0,0
630,the holiday,2006,tt0457939,0,7,0,0,0
631,jfk,1991,tt0102138,3,4,0,4,3
632,the ugly truth,2009,tt1142988,0,0,0,0,0
633,alien,1979,tt0078748,0,0,0,0,7
634,alien³,1992,tt0103644,0,3,0,0,7
635,arrival,2016,tt2543164,1,7,0,3,4
636,vanilla sky,2001,tt0259711,1,4,0,0,7
637,speed,1994,tt0111257,0,1,0,0,7
638,need for speed,2014,tt2369135,0,1,0,0,0
639,everest,2015,tt2719848,1,2,0,0,0
640,the arrival,1996,tt0115571,0,1,0,0,0
641,the mummy returns,2001,tt0209163,0,0,0,0,0
642,patch adams,1998,tt0129290,1,3,0,0,7
643,21 jump street,2012,tt1232829,0,1,0,0,0
644,straight outta compton,2015,tt1398426,0,0,0,1,6
645,kindergarten cop,1990,tt0099938,1,0,0,0,0
646,teenage mutant ninja turtles ii: the secret of the ooze,1991,tt0103060,0,0,0,0,0
647,teenage mutant ninja turtles iii,1993,tt0108308,0,0,0,0,0
648,flashdance,1983,tt0085549,0,1,0,0,7
649,percy jackson: sea of monsters,2013,tt1854564,0,0,0,0,0
650,garfield,2004,tt0356634,0,1,0,0,0
651,knowing,2009,tt0448011,1,1,0,0,0
652,you don't mess with the zohan,2008,tt0960144,0,0,0,0,0
653,two weeks notice,2002,tt0313737,0,0,0,0,0
654,rocky ii,1979,tt0079817,0,4,0,0,0
655,red,2010,tt1245526,0,0,0,0,0
656,the pacifier,2005,tt0395699,0,0,0,0,0
657,city of angels,1998,tt0120632,1,0,0,0,0
658,pearl harbor,2001,tt0213149,0,1,0,0,7
659,jack the giant killer,1962,tt0056112,0,0,0,0,0
660,jack the giant slayer,2013,tt1351685,1,1,0,0,0
661,total recall,1990,tt0100802,0,0,0,0,7
662,christopher robin,2018,tt4575576,1,2,0,0,7
663,the other woman,2014,tt2203939,0,0,0,0,0
664,spy kids 3-d: game over,2003,tt0338459,0,0,0,0,0
665,anger management,2003,tt0305224,4,10,0,0,0
666,50 first dates,2004,tt0343660,0,0,0,0,0
667,panic room,2002,tt0258000,2,2,0,0,0
668,the vow,2012,tt1606389,2,4,0,0,0
669,the pelican brief,1993,tt0107798,1,8,0,0,0
670,for your eyes only,1981,tt0082398,0,0,0,0,7
671,gangs of new york,2002,tt0217505,3,8,0,4,3
672,the sum of all fears,2002,tt0164184,0,4,0,0,0
673,paranormal activity,2007,tt1179904,0,0,0,0,0
674,the equalizer,2014,tt0455944,2,4,0,0,0
675,toy story,1995,tt0114709,2,1,0,1,6
676,the living daylights,1987,tt0093428,0,0,0,0,0
677,the aristocats,1970,tt0065421,0,0,0,0,0
678,spider-man: into the spider-verse,2018,tt4633694,1,1,0,0,0
679,hollow man,2000,tt0164052,0,1,0,0,7
680,the equalizer 2,2018,tt3766354,2,6,0,0,0
681,superman ii,1980,tt0081573,1,3,0,0,0
682,the waterboy,1998,tt0120484,1,0,0,0,0
683,the x files,1998,tt0120902,0,0,0,0,0
684,rambo iii,1988,tt0095956,0,1,0,0,0
685,tropic thunder,2008,tt0942385,0,1,0,1,6
686,the secret life of walter mitty,2013,tt0359950,0,1,0,0,0
687,octopussy,1983,tt0086034,0,0,0,0,0
688,12 years a slave,2013,tt2024544,0,1,3,6,1
689,the horse whisperer,1998,tt0119314,4,6,0,0,7
690,hugo,2011,tt0970179,2,11,0,3,4
691,atlantis: the lost empire,2001,tt0230011,0,2,0,0,0
692,i now pronounce you chuck & larry,2007,tt0762107,1,3,0,0,0
693,final destination 3,2006,tt0414982,0,0,0,0,0
694,walk the line,2005,tt0358273,0,1,1,2,5
695,watchmen,2009,tt0409459,0,1,0,0,0
696,pitch perfect 3,2017,tt4765284,0,1,0,0,0
697,the birdcage,1996,tt0115685,5,13,0,0,7
698,the spy who loved me,1977,tt0076752,0,1,0,0,7
699,dances with wolves,1990,tt0099348,0,1,3,6,1
700,jupiter ascending,2015,tt1617661,1,0,0,0,0
701,102 dalmatians,2000,tt0211181,0,6,0,0,7
702,inside man,2006,tt0454848,4,7,0,0,0
703,bad moms,2016,tt4651520,0,0,0,0,0
704,the bfg,2016,tt3691740,4,12,0,0,0
705,maverick,1994,tt0110478,3,4,0,0,7
706,paul blart: mall cop,2009,tt1114740,0,0,0,0,0
707,wayne's world,1992,tt0105793,0,0,0,0,0
708,aliens,1986,tt0090605,0,0,0,1,6
709,poseidon,2006,tt0409182,1,3,0,0,7
710,haunted,1995,tt0113269,1,2,0,0,0
711,the haunted mansion,2003,tt0338094,0,1,0,0,0
712,fear,1996,tt0116287,0,0,0,0,0
713,scooby-doo 2: monsters unleashed,2004,tt0331632,0,0,0,0,0
714,the bridges of madison county,1995,tt0112579,4,9,0,1,6
715,while you were sleeping,1995,tt0114924,0,0,0,0,0
716,road to perdition,2002,tt0257044,1,0,0,1,6
717,deja vu,2006,tt0453467,2,3,0,0,0
718,daddy's home 2,2017,tt5657846,2,4,0,0,0
719,he's just not that into you,2009,tt1001508,0,0,0,0,0
720,the first wives club,1996,tt0116313,4,7,0,0,7
721,sweet home alabama,2002,tt0256415,0,1,0,0,0
722,hot shots!,1991,tt0102059,0,0,0,0,0
723,the post,2017,tt6294822,8,31,0,2,5
724,city slickers,1991,tt0101587,0,1,1,1,6
725,the addams family,1991,tt0101272,1,2,0,0,7
726,allegiant,2016,tt3410834,1,2,0,0,0
727,the league of extraordinary gentlemen,2003,tt0311429,1,0,0,0,0
728,the dictator,2012,tt1645170,0,1,0,0,0
729,moulin rouge!,2001,tt0203009,0,0,0,2,5
730,flushed away,2006,tt0424095,0,6,0,0,0
731,dante's peak,1997,tt0118928,0,0,0,0,0
732,flubber,1997,tt0119137,0,4,0,0,0
733,eagle eye,2008,tt1059786,0,0,0,0,0
734,baywatch,2017,tt1469304,0,0,0,0,0
735,war horse,2011,tt1568911,3,11,0,1,6
736,patriot games,1992,tt0105112,0,2,0,0,0
737,scary movie 4,2006,tt0362120,0,0,0,0,0
738,brokeback mountain,2005,tt0388795,0,2,2,6,1
739,the a-team,2010,tt0429493,0,1,0,0,0
740,analyze this,1999,tt0122933,2,5,0,0,0
741,the hitman's bodyguard,2017,tt1959563,0,0,0,0,0
742,how to lose a guy in 10 days,2003,tt0251127,0,1,0,0,0
743,in the line of fire,1993,tt0107206,2,4,0,2,5
744,double jeopardy,1999,tt0150377,1,2,0,0,0
745,the 40-year-old virgin,2005,tt0405422,0,1,0,0,0
746,tootsie,1982,tt0084805,1,5,1,6,2
747,the descendants,2011,tt1033575,2,6,1,4,3
748,in the loop,2009,tt1226774,0,0,0,1,6
749,the bourne supremacy,2004,tt0372183,1,1,0,0,0
750,looper,2012,tt1276104,0,0,0,0,0
751,the bucket list,2007,tt0825232,4,12,0,0,0
752,hacksaw ridge,2016,tt2119532,2,0,0,3,4
753,sleeping with the enemy,1991,tt0102945,1,2,0,0,0
754,the nutcracker and the four realms,2018,tt5523010,0,3,0,0,0
755,george of the jungle,1997,tt0119190,0,0,0,0,0
756,anchorman 2: the legend continues,2013,tt1229340,0,0,0,0,0
757,the mule,2018,tt7959026,4,6,0,0,0
758,creed,2015,tt3076658,0,1,0,1,6
759,big momma's house,2000,tt0208003,0,0,0,0,0
760,evan almighty,2007,tt0413099,1,3,0,0,0
761,black hawk down,2001,tt0265086,0,2,0,1,6
762,cold mountain,2003,tt0159365,2,6,1,2,5
763,the santa clause 2,2002,tt0304669,0,0,0,0,0
764,the train,1964,tt0059825,1,3,0,0,0
765,along came polly,2004,tt0343135,0,0,0,0,0
766,scream and scream again,1970,tt0064949,0,0,0,0,0
767,scream,1996,tt0117571,0,0,0,0,0
768,air force one,1997,tt0118571,0,8,0,0,7
769,alien vs. predator,2004,tt0370263,0,0,0,0,0
770,couples retreat,2009,tt1078940,0,0,0,0,0
771,john wick: chapter 2,2017,tt4425200,0,0,0,0,0
772,no country for old men,2007,tt0477348,1,6,4,4,3
773,scream 2,1997,tt0120082,0,0,0,0,0
774,antz,1998,tt0120587,3,22,0,0,0
775,contact,1997,tt0118884,3,3,0,0,7
776,cloverfield,2008,tt1060277,0,0,0,0,0
777,the other guys,2010,tt1386588,0,1,0,0,0
778,zookeeper,2011,tt1222817,0,0,0,0,0
779,olympus has fallen,2013,tt2302755,0,0,0,0,0
780,starsky & hutch,2004,tt0335438,0,0,0,0,0
781,shall we dance,2004,tt0358135,1,4,0,0,0
782,dumb and dumber to,2014,tt2096672,0,0,0,0,0
783,the specialist,1994,tt0111255,1,4,0,0,0
784,meet the robinsons,2007,tt0396555,0,1,0,0,0
785,12 monkeys,1995,tt0114746,0,2,0,1,6
786,the rescuers,1977,tt0076618,0,5,0,0,7
787,the saint,1997,tt0120053,0,1,0,0,0
788,the fantastic four,1994,tt0109770,0,0,0,0,0
789,unstoppable,2010,tt0477080,2,3,0,0,7
790,seven pounds,2008,tt0814314,0,3,0,0,0
791,dodgeball: a true underdog story,2004,tt0364725,0,1,0,0,0
792,alexander,2004,tt0346491,5,9,0,0,0
793,magic mike,2012,tt1915581,1,2,0,0,0
794,up in the air,2009,tt1193138,1,4,0,5,2
795,nutty professor ii: the klumps,2000,tt0144528,0,0,0,0,0
796,sleepers,1996,tt0117665,3,7,0,0,7
797,the huntsman: winter's war,2016,tt2381991,1,3,0,0,0
798,deep blue sea,1999,tt0149261,0,1,0,0,0
799,six days seven nights,1998,tt0120828,0,1,0,0,0
800,the muppets,2011,tt1204342,1,3,0,0,7
801,bringing down the house,2003,tt0305669,0,2,0,0,0
802,the princess diaries,2001,tt0247638,1,2,0,0,0
803,saw iii,2006,tt0489270,0,0,0,0,0
804,miami vice,2006,tt0430357,1,3,0,0,0
805,speed 2: cruise control,1997,tt0120179,0,1,0,0,0
806,four christmases,2008,tt0369436,3,10,0,0,0
807,daddy day care,2003,tt0317303,0,0,0,0,0
808,crimson tide,1995,tt0112740,3,5,0,0,7
809,burn after reading,2008,tt0887883,4,12,0,0,0
810,the spiderwick chronicles,2008,tt0416236,0,4,0,0,0
811,talladega nights: the ballad of ricky bobby,2006,tt0415306,0,1,0,0,0
812,world trade center,2006,tt0469641,4,7,0,0,0
813,unbroken,2014,tt1809398,3,7,0,0,7
814,dick tracy,1990,tt0099422,1,9,0,1,6
815,one flew over the cuckoo's nest,1975,tt0073486,0,4,5,6,1
816,return of the magnificent seven,1966,tt0060897,1,0,0,0,0
817,jack reacher: never go back,2016,tt3393786,0,4,0,0,0
818,eyes wide shut,1999,tt0120663,0,13,0,0,0
819,the ring two,2005,tt0377109,0,1,0,0,0
820,scream 3,2000,tt0134084,0,0,0,0,0
821,flight,2012,tt1907668,3,4,0,2,5
822,live and let die,1973,tt0070328,0,0,0,0,7
823,alien resurrection,1997,tt0118583,0,6,0,0,0
824,legends of the fall,1994,tt0110322,1,1,0,0,7
825,the fall,2006,tt0460791,0,0,0,0,0
826,born on the fourth of july,1989,tt0096969,2,2,1,4,3
827,the predator,2018,tt3829266,0,0,0,0,0
828,hellboy ii: the golden army,2008,tt0411477,0,1,0,0,0
829,underworld awakening,2012,tt1496025,0,1,0,0,0
830,stepmom,1998,tt0120686,2,7,0,0,0
831,johnny english reborn,2011,tt1634122,0,0,0,0,0
832,never say never again,1983,tt0086006,0,0,0,0,0
833,27 dresses,2008,tt0988595,0,0,0,0,0
834,the war of the roses,1989,tt0098621,2,1,0,0,0
835,the sting,1973,tt0070735,0,7,2,3,4
836,daylight,1996,tt0116040,0,1,0,0,7
837,demolition man,1993,tt0106697,0,1,0,0,0
838,demolition,2015,tt1172049,1,3,0,0,0
839,norbit,2007,tt0477051,0,1,0,0,0
840,sin city,2005,tt0401792,1,1,0,0,0
841,"three billboards outside ebbing, missouri",2017,tt5027774,1,4,2,5,3
842,the unforgiven,1960,tt0054428,3,11,0,0,0
843,unforgiven,1992,tt0105695,1,7,3,5,2
844,goosebumps,2015,tt1051904,0,0,0,0,0
845,days of thunder,1990,tt0099371,2,6,0,0,7
846,final destination 5,2011,tt1622979,0,0,0,0,0
847,21,2008,tt0478087,2,0,0,0,0
848,airplane!,1980,tt0080339,0,0,0,0,0
849,the book of eli,2010,tt1037705,2,3,0,0,0
850,under siege,1992,tt0105690,0,0,0,0,7
851,mystic river,2003,tt0327056,3,6,2,6,1
852,p.s. i love you,2007,tt0431308,2,1,0,0,0
853,don't breathe,2016,tt4160708,0,0,0,0,0
854,this means war,2012,tt1596350,1,0,0,0,0
855,the hateful eight,2015,tt3460252,2,4,0,1,6
856,licence to kill,1989,tt0097742,0,0,0,0,0
857,rocky balboa,2006,tt0479143,0,2,0,0,0
858,the monuments men,2014,tt2177771,5,14,0,0,0
859,dreamgirls,2006,tt0443489,2,2,1,2,5
860,maid in manhattan,2002,tt0252076,0,2,0,0,0
861,the accountant,2016,tt2140479,0,1,0,0,0
862,monster-in-law,2005,tt0369735,2,5,0,0,0
863,lone survivor,2013,tt1091191,0,1,0,0,7
864,cool runnings,1993,tt0106611,0,0,0,0,0
865,another 48 hrs.,1990,tt0099044,0,0,0,0,0
866,ride along,2014,tt1408253,0,0,0,0,0
867,free willy,1993,tt0106965,0,0,0,0,0
868,tower heist,2011,tt0471042,0,3,0,0,0
869,the devil's advocate,1997,tt0118971,1,7,0,0,0
870,gremlins,1984,tt0087363,0,0,0,0,0
871,red sparrow,2018,tt2873282,1,4,0,0,0
872,date night,2010,tt1279935,0,2,0,0,0
873,congo,1995,tt0112715,1,1,0,0,0
874,sweeney todd: the demon barber of fleet street,2007,tt0408236,0,4,0,0,0
875,the bone collector,1999,tt0145681,1,2,0,0,0
876,backdraft,1991,tt0101393,2,3,0,0,7
877,a time to kill,1996,tt0117913,1,1,0,0,0
878,phenomenon,1996,tt0117333,1,5,0,0,0
879,a view to a kill,1985,tt0090264,1,0,0,0,0
880,kill bill: vol. 2,2004,tt0378194,1,2,0,0,0
881,kill bill: the whole bloody affair,2011,tt6019206,1,4,0,0,0
882,big,1988,tt0094737,0,1,0,2,5
883,gods of egypt,2016,tt2404233,0,0,0,0,0
884,the darkest hour,2011,tt1093357,0,0,0,0,0
885,darkest hour,2017,tt4555426,0,3,1,2,5
886,spice world,1997,tt0120185,0,0,0,0,0
887,step up 2: the streets,2008,tt1023481,0,0,0,0,0
888,midnight in paris,2011,tt1605783,2,18,1,3,4
889,happy feet two,2011,tt1402488,0,3,0,0,0
890,the taking of pelham 123,2009,tt1111422,3,6,0,0,0
891,the general's daughter,1999,tt0144214,2,3,0,0,0
892,broken arrow,1996,tt0115759,0,2,0,0,0
893,i am number four,2011,tt1464540,0,0,0,0,0
894,resident evil: extinction,2007,tt0432021,0,0,0,0,0
895,friends with benefits,2011,tt1632708,0,1,0,0,0
896,apocalypse now,1979,tt0078788,6,10,0,4,3
897,sommersby,1993,tt0108185,2,3,0,0,0
898,the hustler,1961,tt0054997,1,4,0,6,1
899,police academy,1984,tt0087928,0,0,0,0,0
900,puss in boots,2011,tt0448694,1,3,0,0,0
901,king arthur,2004,tt0349683,0,1,0,0,0
902,king arthur: legend of the sword,2017,tt1972591,0,4,0,0,0
903,surf's up,2007,tt0423294,0,4,0,0,0
904,death becomes her,1992,tt0104070,3,9,0,0,7
905,"me, myself & irene",2000,tt0183505,0,0,0,0,0
906,seabiscuit,2003,tt0329575,1,6,0,2,5
907,red 2,2013,tt1821694,1,5,0,0,0
908,the mexican,2001,tt0236493,1,3,0,0,0
909,spy kids,2001,tt0227538,0,0,0,0,0
910,saw ii,2005,tt0432348,0,0,0,0,0
911,swordfish,2001,tt0244244,0,2,0,0,0
912,arthur christmas,2011,tt1430607,1,0,0,0,0
913,the last witch hunter,2015,tt1618442,0,0,0,0,0
914,source code,2011,tt0945513,0,2,0,0,0
915,the game plan,2007,tt0492956,0,0,0,0,0
916,beethoven,1992,tt0103786,0,0,0,0,0
917,blades of glory,2007,tt0445934,0,0,0,0,0
918,star trek: first contact,1996,tt0117731,0,0,0,0,0
919,music and lyrics,2007,tt0758766,0,0,0,0,0
920,2001: a space odyssey,1968,tt0062622,0,3,0,0,0
921,driving miss daisy,1989,tt0097239,0,2,3,5,2
922,on the beach,1959,tt0053137,0,11,0,0,7
923,herbie fully loaded,2005,tt0400497,0,0,0,0,0
924,the exorcism of emily rose,2005,tt0404032,0,3,0,0,0
925,rio,2011,tt1436562,0,0,0,0,7
926,the meg,2018,tt4779682,0,0,0,0,0
927,spy game,2001,tt0266987,1,4,0,0,0
928,meet joe black,1998,tt0119643,3,7,0,0,0
929,"crazy, stupid, love.",2011,tt1570728,0,5,0,0,0
930,power rangers,2017,tt3717490,0,1,0,0,0
931,new year's eve,2011,tt1598822,0,3,0,0,0
932,gothika,2003,tt0348836,1,1,0,0,0
933,the color purple,1985,tt0088939,0,4,0,4,3
934,the devil's own,1997,tt0118972,0,5,0,0,0
935,scary movie 2,2001,tt0257106,0,0,0,0,0
936,shallow hal,2001,tt0256380,1,0,0,0,0
937,trainwreck,2015,tt3152624,0,0,0,0,0
938,the rugrats movie,1998,tt0134067,0,0,0,0,0
939,girls trip,2017,tt3564472,0,1,0,0,0
940,sausage party,2016,tt1700841,0,2,0,0,0
941,thunderball,1965,tt0059800,0,0,0,0,7
942,the wolfman,2010,tt0780653,1,1,0,0,0
943,legend of the guardians: the owls of ga'hoole,2010,tt1219342,0,0,0,0,0
944,monster house,2006,tt0385880,0,0,0,0,0
945,anastasia,1997,tt0118617,0,0,0,0,7
946,step up revolution,2012,tt1800741,0,0,0,0,0
947,the towering inferno,1974,tt0072308,2,8,0,2,5
948,the hand that rocks the cradle,1992,tt0104389,0,0,0,0,0
949,american graffiti,1973,tt0069704,0,0,0,3,4
950,the rocky horror picture show,1975,tt0073629,0,0,0,0,0
951,star trek: the motion picture,1979,tt0079945,4,2,0,0,0
952,bird on a wire,1990,tt0099141,1,1,0,0,0
953,saw iv,2007,tt0890870,0,0,0,0,0
954,far and away,1992,tt0104231,0,1,0,0,0
955,america's sweethearts,2001,tt0265029,1,2,0,0,0
956,bridge to terabithia,2007,tt0398808,0,0,0,0,0
957,let's be cops,2014,tt1924435,0,0,0,0,0
958,platoon,1986,tt0091763,1,0,2,4,3
959,last action hero,1993,tt0107362,2,0,0,0,0
960,conspiracy theory,1997,tt0118883,2,2,0,0,0
961,escape plan,2013,tt1211956,0,1,0,0,0
962,remember the titans,2000,tt0210945,1,3,0,0,0
963,the godfather part iii,1990,tt0099674,5,13,0,3,4
964,lost in space,1998,tt0120738,1,3,0,0,0
965,contagion,2011,tt1598778,2,2,0,0,0
966,jack ryan: shadow recruit,2014,tt1205537,1,6,0,0,0
967,17 again,2009,tt0974661,0,0,0,0,0
